image,text,clean_text,dataset,is_total_line,price,date
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,o,o,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,6.37,6.37,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Total (GST (RM) :,total gst rm :,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,0.00,0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Discount (RM) :,discount rm :,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,106.10,106.10,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,(Excluded GST) Sub Total (RM) :,excluded gst sub total rm :,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,106.1C,106.1c,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,6,6,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,TOT QTY:,tot qty:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,SR: PVC WIRE TAPE 1PC X 7YD,sr: pvc wire tape 1pc x 7yd,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,51t,51t,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,0.70,0.70,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,3,3,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,GA,ga,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,2016,2016,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,"SR. 24"" MARKSMAN PIPE WRENCH",sr. 24 marksman pipe wrench,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,50.0C,50.0c,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,50.00,50.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Dis,dis,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,12525,12525,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,"5R: CENTRAL PUNCH SET 3PCS - 1/4"",5/32"".1/4""",5r: central punch set 3pcs  1/45/32.1/4,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,18.0C,18.0c,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,18.00,18.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,59,59,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,4426,4426,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,SR: X'TRASEAL R IVACETIC SILICONE SA-107,sr: xtraseal r ivacetic silicone sa107,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,2100,2100,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,7.00,7.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,3,3,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,GA,ga,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,9555075109147,9555075109147,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,"SR: 11"" PROWESS H/DUTY SILICONE GUN G-D2",sr: 11 prowess h/duty silicone gun gd2,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,50'91,5091,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,15.00,15.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,$8r}$,8r,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,6ε28,628,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Ainoun!,ainoun,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,RSP,rsp,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,A,a,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,ltam,ltam,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,(RM;,rm,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,(W),w,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,TIme:08:3000,time:08:3000,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Cashier: USER,cashier: user,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Date: 12/02/2018,date: 12/02/2018,sroie,False,,12/02/2018
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Salesporson:,salesporson:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Recelpt#: CS00082552,recelpt: cs00082552,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,GOGIANT ENGINEERING (M) SDN BHD,gogiant engineering m sdn bhd,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,SIMPLIFIED TAX INVOICE,simplified tax invoice,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,GST NO : 000800589824,gst no : 000800589824,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,FAX : 07-386 3793,fax : 07386 3793,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,TEL : 07-386 7524,tel : 07386 7524,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,81760 JOHOR BAHRU,81760 johor bahru,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,BANDAR BARU PERMAS JAYA,bandar baru permas jaya,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,NO.59 JALAN PERMAS 9/5,no.59 jalan permas 9/5,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,JM0325955-V,jm0325955v,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,PERNIAGAAN ZHENG HUI,perniagaan zheng hui,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,570004,570004,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,1950,1950,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Gerbang Alaf Restaurants Sdn Bhd,gerbang alaf restaurants sdn bhd,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,(65351-M),65351m,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,formerly known as,formerly known as,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Golden Arches Restaurants Sdn Bnd,golden arches restaurants sdn bnd,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Licensee of McDonald's,licensee of mcdonalds,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,"Level 6, Bangunan TH, Damansara Uptown3",level 6 bangunan th damansara uptown3,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,"No.3, Jalan SS21/39,47400 Petaling Jaya",no.3 jalan ss21/3947400 petaling jaya,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Selangor,selangor,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,(GST ID No: 000504664064),gst id no: 000504664064,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,McDonald's BHP Taman Melawati(#328),mcdonalds bhp taman melawati328,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Tel No. 03-4162-2318,tel no. 0341622318,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,TAX INVOICE,tax invoice,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,MFY Side 1,mfy side 1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,INV# 003281900229170,inv 003281900229170,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,DRD #50 -REG #19- 18/01/2018 10:27:03,drd 50 reg 19 18/01/2018 10:27:03,sroie,False,,18/01/2018
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,QTY ITEM,qty item,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,TOTAL,total,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,2 ChicMcMuffin,2 chicmcmuffin,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,11.00,11.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,1 M Porridge,1 m porridge,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,5.60,5.60,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,1 BM 2HotCakes,1 bm 2hotcakes,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,10.00,10.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,1 L Coke,1 l coke,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,TakeOut Total (incl GST),takeout total incl gst,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,26.60,26.60,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Total Rounded,total rounded,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,26.60,26.60,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Cash Tendered,cash tendered,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,100.00,100.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Change,change,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,73.40,73.40,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,TOTAL INCLUDES 6% GST,total includes 6 gst,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,1.51,1.51,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,We'd love to hear your feedback!,wed love to hear your feedback,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,sitwww.mcdfeedback.com.y,sitwww.mcdfeedback.com.y,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,OR,or,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Download My McD Feedback from,download my mcd feedback from,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Google Play/App Store,google play/app store,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,to share your experience,to share your experience,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,Thank You and Please Come Again.,thank you and please come again.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005230617.jpg,ustomer Service Hotline : 03-2726-5600,ustomer service hotline : 0327265600,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,SAM SAM TRADING CO,sam sam trading co,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,(742016-w),742016w,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,"67,JLN MEWAH 25/63 TMN SRI MUDA,",67jln mewah 25/63 tmn sri muda,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,40400 Shah alam.,40400 shah alam.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,TEL/FAX : 03-51213881,tel/fax : 0351213881,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,GST NO: 001006288896,gst no: 001006288896,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,TAX INVOICE,tax invoice,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,HE EOG UNICORN TWIN SUPER GLUE USG-99-,he eog unicorn twin super glue usg99,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,9557368063013,9557368063013,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,1 X,1 x,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,5.20,5.20,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,5.20 s,5.20 s,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,SS EZL A4 CYBER MIX COLOR PAPER 10O'S8,ss ezl a4 cyber mix color paper 10os8,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,220008,220008,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,1 X,1 x,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,8.90,8.90,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,8.90 5,8.90 5,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,No. Qtys:,no. qtys:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,2 No. Items:,2 no. items:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,2,2,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,TAX AMT (S) 6%,tax amt s 6,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM 13.30,rm 13.30,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,GST 6%,gst 6,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM 0.80,rm 0.80,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,TAX AMT (Z) 0%,tax amt z 0,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM 0.00,rm 0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,GST 0%,gst 0,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM 0.00,rm 0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,TAX AMT (E) 6%,tax amt e 6,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM 0.00,rm 0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,EXC GST 6%,exc gst 6,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM 0.00,rm 0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,TOTAL,total,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM,rm,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,14.10,14.10,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,CASH,cash,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM 20.00,rm 20.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,CHANGE,change,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,RM 5.90,rm 5.90,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,THANK YOU FOR SHOPPING,thank you for shopping,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,GOODS SOLD ARE NOT RETURNABLE.,goods sold are not returnable.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,"Frid-v, 29-12-2017 Time : 20:17",fridv 29122017 time : 20:17,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,Cas.,cas.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,r : SAM SAM,r : sam sam,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,Wc5,wc5,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005255805.jpg,SWH 01 Inv:R000721136,swh 01 inv:r000721136,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,ENTITLED PUR EXCHANGE.,entitled pur exchange.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,H O AIS TNTONO I  JSAR SOE,h o ais tntono i  jsar soe,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,EXCHANGE WITHIN 1 NEEK FROH 1RANSA TION,exchange within 1 neek froh 1ransa tion,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,PROVIDE ORIGINAL BILL FOR GUODS,provide original bill for guods,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,?,,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,THANE YOU POR CHOUSLNG US.,thane you por chouslng us.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,SIOVNOAN JON EOV IOS SOOO,siovnoan jon eov ios sooo,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,0.85,0.85,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,TAX TUTAL:,tax tutal:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,S8°0,s80,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,9,9,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,SIVI,sivi,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,SS,ss,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,TAX/AMT,tax/amt,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,AMOUNT,amount,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,E00E,e00e,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,%,,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,SSORS JRT,ssors jrt,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,*GST @ 6X INCLUDED IN TOTAL,gst  6x included in total,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,"00""0",000,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,CNGOD,cngod,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,19.00,19.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,CASH,cash,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,15.00,15.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,TOAAL,toaal,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,"00""0",000,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,RNIONNON,rnionnon,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,00'0,000,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,JSI,jsi,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,15.00,15.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,SUB-TUTAL (GST),subtutal gst,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,|,,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,JTAL QUANTITY,jtal quantity,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,BIG STRETCH FILN ???,big stretch filn ,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,"20"" 1.6KG X 500MM",20 1.6kg x 500mm,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,15.00 9,15.00 9,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,15.00,15.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,2000160000024,2000160000024,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,(RM),rm,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,(RM),rm,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,ANOUNT,anount,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,U/P,u/p,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,OLA,ola,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,ITEM,item,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,7IME: 15:28:00,7ime: 15:28:00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,SALESPERSON : AH002,salesperson : ah002,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,RECEIPT #: C5P0393921 0A1E: 15/06/2017,receipt : c5p0393921 0a1e: 15/06/2017,sroie,False,,15/06/2017
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,CASH,cash,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,SIMPLIFIED TAX INVOICE,simplified tax invoice,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,894875668000 60N 159,894875668000 60n 159,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005268200.jpg,TEL: 012 - 6651783 FAX: 03 - 33623608,tel: 012  6651783 fax: 03  33623608,sroie,False,,
